FUND,Broker Code,BROKER,CAXTON_BROKER_NAME,CSA_TYPE,ACCOUNT,Instrument Type,INST_TYPE_GROUP,DESCRIPTION,TICKER,ISIN,SEDOL,CUSIP,Trade Id,Trade Date,Settle Date,B/S, QUANTITY , Agency , Principal ,PRICE,CURRENCY,FX Spot Rate, COMMISSION ,Rate, Credit 
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQSWP,Cash Equity,INFORMA GROUP PLC SW,INF LN,,,S-BMJ6DW5,25219650,5/13/22,5/17/22,S,"200,000","200,000", -   ,5.417446,GBP,1.4041,"$1,217.06 ",0.0008,$912.80 
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,PROSIEBEN SAT. PFD,PSM GY,DE000PSM7770,BCZM1B2,,25220091,5/13/22,5/17/22,B,"100,000","100,000", -   ,16.9522,EU,1.20795,"$1,638.20 ",0.0008,"$1,228.65 "
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,ROYAL DUTCH SHELL-A,RDSA NA,,B09CBL4,,25219684,5/13/22,5/17/22,B,"75,000","75,000", -   ,16.0759,EU,1.20795,"$1,165.13 ",0.0008,$873.85 
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQSWP,Cash Equity,REED ELSEVIER PLC,REL LN,,,S-B2B0DG9,25220093,5/13/22,5/17/22,B,"75,000","75,000", -   ,18.042999,GBP,1.4041,"$1,520.05 ",0.0008,"$1,140.04 "
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQSWP,Cash Equity,REPSOL YFP S.A.,REP SM,,,S-5669354,25220951,5/13/22,5/17/22,B,"75,000","75,000", -   ,10.7486,EU,1.20795,$779.03 ,0.0008,$584.27 
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,SIEMENS AG,SIE GY,DE0007236101,5727973,,25220754,5/13/22,5/17/22,B,"10,000","10,000", -   ,139.0461,EU,1.20795,"$1,343.69 ",0.0008,"$1,007.77 "
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,EXTRACTION OIL & GAS LLC,XOG,,BN4DYQ9,30227M303,25220225,5/13/22,5/17/22,S,"2,000","2,000", -   ,46.5568,USD,1,$60.00 ,0.03,$52.00 
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,APPLIED MATERIALS,AMAT,,2046552,38222105,25222410,5/14/22,5/18/22,S,"10,000","10,000", -   ,121.8848,USD,1,$300.00 ,0.03,$260.00 
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,DELIVERY HERO AG,DHER GY,DE000A2E4K43,BZCNB42,,25221553,5/14/22,5/18/22,B,"7,500","7,500", -   ,104.6936,EU,1.21435,$762.81 ,0.0008,$572.11 
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,KION GROUP AG,KGX GY,DE000KGX8881,BB22L96,,25221700,5/14/22,5/18/22,S,"7,500","7,500", -   ,84.2316,EU,1.21435,$613.72 ,0.0008,$460.29 
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,MARATHON PETROLEUM CORP,MPC,,B3K3L40,56585A102,25222579,5/14/22,5/18/22,S,"5,000","5,000", -   ,59.292,USD,1,$150.00 ,0.03,$130.00 
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,MARATHON PETROLEUM CORP,MPC,,B3K3L40,56585A102,25222384,5/14/22,5/18/22,B,"5,000","5,000", -   ,60.03,USD,1,$150.00 ,0.03,$130.00 
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,NESTLE SA-REG,NESN SW,CH0038863350,7123870,,25222063,5/14/22,5/18/22,B,"10,000","10,000", -   ,109.1748,SWF,0.9024,$967.86 ,0.0008,$725.90 
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,OUTOKUMPU OYJ,OUT1V FH,FI0009002422,4665148,,25222065,5/14/22,5/18/22,B,"100,000","100,000", -   ,4.6092,EU,1.21435,$447.78 ,0.0008,$335.84 
CI,JPAG,JPM Chase,JPM Chase,NON CSA,CAX UK,EQTY,Cash Equity,PELOTON INTERACTIVE INC-A,PTON,,BJ7WJS2,70614W100,25221701,5/14/22,5/18/22,S,"10,000","10,000", -   ,97.31,USD,1,$300.00 ,0.03,$260.00 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,ETF,Cash Equity,ISHARES S&P GSTI,IGV,,2810467,464287515,25206984,5/4/22,5/6/22,B,163,163, -   ,344.6039,USD,1,$4.89 ,0.03,$4.24 
CI,MSAG,Morgan Stanley,Morgan Stanley,NON CSA,CAX UK,EQTY,Cash Equity,EVOLUTION GAMING GROUP AB,EVO SS,SE0012673267,BJXSCH4,,25218184,5/12/22,5/17/22,S,"12,000","12,000", -   ,1429.5786,SEK,8.42425,"$1,629.10 ",0.0008,"$1,221.83 "
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,ALPHABET INC-CL A,GOOGL,,BYVY8G0,02079K305,25209655,5/5/22,5/7/22,B,"1,700","1,700", -   ,2325.2914,USD,1,$51.00 ,0.03,$44.20 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,HOLLYFRONTIER CORP,HFC,,B5VX1H6,436106108,25208968,5/5/22,5/7/22,B,"1,700","1,700", -   ,33.6241,USD,1,$51.00 ,0.03,$44.20 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,HOLLYFRONTIER CORP,HFC,,B5VX1H6,436106108,25208520,5/5/22,5/7/22,B,"2,500","2,500", -   ,32.9215,USD,1,$75.00 ,0.03,$65.00 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,ARK INNOVATION ETF,ARKK,,BSBNFV9,,25210359,5/6/22,5/10/22,S,"1,000","1,000", -   ,106.2875,USD,1,$30.00 ,0.03,$26.00 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,ALPHABET INC-CL A,GOOGL,,BYVY8G0,02079K305,25211715,5/6/22,5/10/22,B,"2,165","2,165", -   ,2317.0465,USD,1,$64.95 ,0.03,$56.29 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,CHENIERE ENERGY INC,LNG,,2654364,16411R208,25210519,5/6/22,5/10/22,B,600,600, -   ,80.7492,USD,1,$18.00 ,0.03,$15.60 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,PELOTON INTERACTIVE INC-A,PTON,,BJ7WJS2,70614W100,25210982,5/6/22,5/10/22,S,"14,702","14,702", -   ,83.3819,USD,1,$441.06 ,0.03,$382.25 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,PELOTON INTERACTIVE INC-A,PTON,,BJ7WJS2,70614W100,25210526,5/6/22,5/10/22,B,"14,702","14,702", -   ,82.2139,USD,1,$441.06 ,0.03,$382.25 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,UBER TECHNOLOGIES INC,UBER,US90353T1007,BK6N347,,25211214,5/6/22,5/10/22,S,"91,700","91,700", -   ,47.6603,USD,1,"$2,751.00 ",0.03,"$2,384.20 "
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,ARK INNOVATION ETF,ARKK,,BSBNFV9,,25212141,5/7/22,5/11/22,B,"1,100","1,100", -   ,109.6636,USD,1,$33.00 ,0.03,$28.60 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,PBF ENERGY INC,PBF,,B7F4TJ7,69318G106,25213666,5/7/22,5/11/22,S,"3,300","3,300", -   ,16.3263,USD,1,$99.00 ,0.03,$85.80 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,VALERO ENERGY CORP,VLO,,2041364,91913Y100,25213445,5/7/22,5/11/22,S,700,700, -   ,80.5814,USD,1,$21.00 ,0.03,$18.20 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,ADVANCE MICRO DEVICE,AMD,,2007849,7903107,25214768,5/10/22,5/12/22,B,"10,000","10,000", -   ,76.1431,USD,1,$300.00 ,0.03,$260.00 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,COINBASE GLOBAL INC -CLASS A,COIN,,BMC9P69,19260Q107,25214960,5/10/22,5/12/22,S,"5,479","5,479", -   ,261.8193,USD,1,$164.37 ,0.03,$142.45 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,NOVAVAX INC,NVAX,,BJDQXG4,670002401,25214333,5/10/22,5/12/22,S,300,300, -   ,160.0067,USD,1,$9.00 ,0.03,$7.80 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,PELOTON INTERACTIVE INC-A,PTON,,BJ7WJS2,70614W100,25214594,5/10/22,5/12/22,B,"50,000","50,000", -   ,85.2229,USD,1,"$1,500.00 ",0.03,"$1,300.00 "
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,ETF,Cash Equity,VANECK VECTORS SEMICONDUCTOR,SMH,,BZ6C639,92189F676,25214963,5/10/22,5/12/22,S,"21,125","21,125", -   ,236.2104,USD,1,$633.75 ,0.03,$549.25 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,APPLIED MATERIALS,AMAT,,2046552,38222105,25216622,5/11/22,5/13/22,B,"20,000","20,000", -   ,120.7657,USD,1,$600.00 ,0.03,$520.00 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,BRP INC/CA,DOO CN,,B9B3FG1,05577W200,25216382,5/11/22,5/13/22,S,178,178, -   ,111.8837,CAD,1.20915,$4.42 ,0.03,$3.83 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,INTEL CORPORATION,INTC,,2463247,458140100,25215999,5/11/22,5/13/22,S,"71,059","71,059", -   ,54.8324,USD,1,"$2,131.77 ",0.03,"$1,847.53 "
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,MICRON TECHNOLOGY,MU,,2588184,595112103,25216589,5/11/22,5/13/22,B,"21,989","21,989", -   ,77.1269,USD,1,$659.67 ,0.03,$571.71 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,OCCIDENTAL PETROLEUM,OXY,,2655408,674599105,25215765,5/11/22,5/13/22,B,"2,000","2,000", -   ,24.5495,USD,1,$60.00 ,0.03,$52.00 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,ETF,Cash Equity,VANECK VECTORS SEMICONDUCTOR,SMH,,BZ6C639,92189F676,25215733,5/11/22,5/13/22,B,"10,800","10,800", -   ,231.2666,USD,1,$324.00 ,0.03,$280.80 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,ETF,Cash Equity,CONSUMER ETF,XLY,,2424341,81369Y407,25216592,5/11/22,5/13/22,B,89,89, -   ,172.64,USD,1,$2.67 ,0.03,$2.31 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,BRP INC/CA,DOO CN,,B9B3FG1,05577W200,25218759,5/12/22,5/14/22,S,414,414, -   ,105.2674,CAD,1.21085,$10.26 ,0.03,$8.89 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,ETF,Cash Equity,ISHARES MSCI S KOREA,EWY,,2592561,464286772,25219388,5/12/22,5/14/22,B,"20,000","20,000", -   ,88.8308,USD,1,$600.00 ,0.03,$520.00 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,OCCIDENTAL PETROLEUM,OXY,,2655408,674599105,25219022,5/12/22,5/14/22,S,"1,600","1,600", -   ,25.2478,USD,1,$48.00 ,0.03,$41.60 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,ETF,Cash Equity,CONSUMER ETF,XLY,,2424341,81369Y407,25217903,5/12/22,5/14/22,B,206,206, -   ,170.8406,USD,1,$6.18 ,0.03,$5.36 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,EXXON-MOBIL CORP,XOM,,,30231G102,25217198,5/12/22,5/14/22,S,700,700, -   ,60.3857,USD,1,$21.00 ,0.03,$18.20 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,AMAZON.COM INC,AMZN,,2000019,23135106,25219880,5/13/22,5/17/22,B,600,600, -   ,3192.4133,USD,1,$18.00 ,0.03,$15.60 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,MICROSOFT CORP,MSFT,,2588173,594918104,25220747,5/13/22,5/17/22,B,"12,600","12,600", -   ,242.6953,USD,1,$378.00 ,0.03,$327.60 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,PBF ENERGY INC,PBF,,B7F4TJ7,69318G106,25219884,5/13/22,5/17/22,B,"7,000","7,000", -   ,14.8981,USD,1,$210.00 ,0.03,$182.00 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,ETF,Cash Equity,VANECK VECTORS SEMICONDUCTOR,SMH,,BZ6C639,92189F676,25219885,5/13/22,5/17/22,S,"8,440","8,440", -   ,226.0752,USD,1,$253.20 ,0.03,$219.44 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,ETF,Cash Equity,VANECK VECTORS SEMICONDUCTOR,SMH,,BZ6C639,92189F676,25221168,5/13/22,5/17/22,S,"13,460","13,460", -   ,228.2447,USD,1,$403.80 ,0.03,$349.96 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,ARK INNOVATION ETF,ARKK,,BSBNFV9,,25222193,5/14/22,5/18/22,B,"1,900","1,900", -   ,104.0816,USD,1,$57.00 ,0.03,$49.40 
CI,SBAUS,SC Bernstein,SC Bernstein,NON CSA,CAX UK,EQTY,Cash Equity,THE WALT DISNEY CO.,DIS,,2270726,254687106,25222212,5/14/22,5/18/22,S,"22,400","22,400", -   ,172.5356,USD,1,$672.00 ,0.03,$582.40 
CI,UBCG,UBS,UBS,NON CSA,CAX UK,EQTY,Cash Equity,ARCELORMITTAL,MT NA,LU1598757687,BYPBS67,,25210327,5/6/22,5/10/22,S,"40,000","40,000", -   ,25.845,EU,1.20575,"$1,869.76 ",0.0015,$872.55 
CI,UBCG,UBS,UBS,NON CSA,CAX UK,EQSWP,Cash Equity,EDP-ENERGIAS DE PORTUGAL,EDP PL,,,S-4103596,25221170,5/13/22,5/17/22,B,"350,000","350,000", -   ,4.2655,EU,1.20795,"$2,705.07 ",0.0015,"$1,262.37 "
CI,UBCG,UBS,UBS,NON CSA,CAX UK,EQTY,Cash Equity,DAIMLERCHRYSLER AG-R,DAI GY,DE0007100000,5529027,,25221518,5/14/22,5/18/22,S,"20,000","20,000", -   ,72.023,EU,1.21435,"$2,623.83 ",0.0015,"$1,224.45 "
CI,MLCG,Bank of America,Bank of America,NON CSA,CAX UK,EQSWP,Cash Equity,AXA,CS FP,,,S-7088429,25223338,5/17/22,5/19/22,B,"50,000","50,000", -   ,22.86,EU,1.21605,"$2,084.92 ",0.0015,$972.96 
CI,MLCG,Bank of America,Bank of America,NON CSA,CAX UK,EQSWP,Cash Equity,NATWEST GROUP PLC SWAP,NWG LN,,,S-B7T7721,25224368,5/18/22,5/20/22,S,"500,000","500,000", -   ,1.978694,GBP,1.4192,"$2,106.12 ",0.0015,$982.86 
CI,MLCG,Bank of America,Bank of America,NON CSA,CAX UK,EQSWP,Cash Equity,STMICROELECTRONIC NV,STM FP,,,S-5962332,25224987,5/18/22,5/20/22,S,"75,000","75,000", -   ,29.2248,EU,1.22285,"$4,020.47 ",0.0015,"$1,876.22 "
CI,MLCG,Bank of America,Bank of America,NON CSA,CAX UK,EQTY,Cash Equity,BAYER AG,BAYN GY,DE000BAY0017,5069211,,25233152,5/25/22,5/27/22,S,"30,000","30,000", -   ,55.7,EU,1.22515,"$3,070.84 ",0.0015,"$1,433.06 "
CI,MLCG,Bank of America,Bank of America,NON CSA,CAX UK,EQTY,Cash Equity,BRENNTAG AG,BNR GY,DE000A1DAHH0,B4YVF56,,25232271,5/25/22,5/27/22,S,"10,000","10,000", -   ,77.0389,EU,1.22515,"$1,415.76 ",0.0015,$660.69 
CI,MLCG,Bank of America,Bank of America,NON CSA,CAX UK,EQSWP,Cash Equity,AXA,CS FP,,,S-7088429,25232045,5/25/22,5/27/22,S,"50,000","50,000", -   ,22.34,EU,1.22515,"$2,052.74 ",0.0015,$957.95 
CI,MLCG,Bank of America,Bank of America,NON CSA,CAX UK,EQTY,Cash Equity,GEA GROUP AG,G1A GY,DE0006602006,4557104,,25233156,5/25/22,5/27/22,S,"25,000","25,000", -   ,35.4502,EU,1.22515,"$1,628.69 ",0.0015,$760.06 
CI,MLCG,Bank of America,Bank of America,NON CSA,CAX UK,EQTY,Cash Equity,BAYER AG,BAYN GY,DE000BAY0017,5069211,,25234842,5/26/22,5/28/22,S,"30,000","30,000", -   ,55.51,EU,1.21955,"$3,046.37 ",0.0015,"$1,421.64 "
CI,MLCG,Bank of America,Bank of America,NON CSA,CAX UK,EQTY,Cash Equity,NN GROUP N.V.,NN NA,NL0010773842,BNG8PQ9,,25235354,5/26/22,5/28/22,S,"25,000","25,000", -   ,41.065,EU,1.21955,"$1,878.03 ",0.0015,$876.41 
CI,MLCG,Bank of America,Bank of America,NON CSA,CAX UK,EQSWP,Cash Equity,BANCO SANTANDER CNTR,SAN SM,,,S-5705946,25234075,5/26/22,5/28/22,S,"500,000","500,000", -   ,3.363,EU,1.21955,"$3,076.01 ",0.0015,"$1,435.47 "
CI,MLCG,Bank of America,Bank of America,NON CSA,CAX UK,EQTY,Cash Equity,STORA ENSO,STERV FH,FI0009005961,5072673,,25234867,5/26/22,5/28/22,S,"150,000","150,000", -   ,14.8281,EU,1.21955,"$4,068.81 ",0.0015,"$1,898.78 "
CI,MLCG,Bank of America,Bank of America,NON CSA,CAX UK,EQSWP,Cash Equity,PRUDENTIAL PLC,PRU LN,,,S-0709954,25237106,5/27/22,6/1/22,S,"50,000","50,000", -   ,15.043178,GBP,1.4209,"$1,603.12 ",0.0015,$748.12 
CI,CGAG,Citigroup,Citigroup,NON CSA,CAX UK,EQTY,Cash Equity,THE WALT DISNEY CO.,DIS,,2270726,254687106,25223291,5/17/22,5/19/22,S,"17,500","17,500", -   ,169.5923,USD,1,$525.00 ,0.03,$455.00 
CI,CGAG,Citigroup,Citigroup,NON CSA,CAX UK,ETF,Cash Equity,ISHARES MSCI S KOREA,EWY,,2592561,464286772,25225563,5/18/22,5/20/22,S,"20,000","20,000", -   ,90.5417,USD,1,$600.00 ,0.03,$520.00 
QM,CGAG,Citigroup,Citigroup,NON CSA,CAX UK,EQTY,Cash Equity,CERTARA INC,CERT,,BM9GT61,15687V109,25227377,5/19/22,5/21/22,S,"33,936","33,936", -   ,25.4664,USD,1,"$1,018.08 ",0.03,$882.34 
CI,CGAG,Citigroup,Citigroup,NON CSA,CAX UK,EQSWP,Cash Equity,WHITBREAD PLC,WTB LN,,,S-B1KJJ40,25226080,5/19/22,5/21/22,B,"25,000","25,000", -   ,30.340609,GBP,1.4107,$856.03 ,0.0008,$642.02 
CI,CGAG,Citigroup,Citigroup,NON CSA,CAX UK,EQTY,Cash Equity,ANALOG DEVICES,ADI,,2032067,32654105,25227866,5/20/22,5/24/22,B,"18,900","18,900", -   ,160.2193,USD,1,$567.00 ,0.03,$491.40 
QM,CGAG,Citigroup,Citigroup,NON CSA,CAX UK,EQTY,Cash Equity,CERTARA INC,CERT,,BM9GT61,15687V109,25228217,5/20/22,5/24/22,S,"28,222","28,222", -   ,26.2166,USD,1,$846.66 ,0.03,$733.77 
CI,CGAG,Citigroup,Citigroup,NON CSA,CAX UK,EQTY,Cash Equity,THE WALT DISNEY CO.,DIS,,2270726,254687106,25228495,5/20/22,5/24/22,S,"32,268","32,268", -   ,171.2333,USD,1,$968.04 ,0.03,$838.97 
QM,CGAG,Citigroup,Citigroup,NON CSA,CAX UK,EQTY,Cash Equity,BIOATLA INC,BCAB,US09077B1044,BNC5F86,,25230776,5/24/22,5/26/22,S,"3,102","3,102", -   ,40.5563,USD,1,$93.06 ,0.03,$80.65 
QM,CGAG,Citigroup,Citigroup,NON CSA,CAX UK,DR,Cash Equity,OZON HOLDINGS PLC - ADR,OZON,,BN10NX3,69269L104,25231264,5/24/22,5/26/22,B,"28,140","28,140", -   ,56.9234,USD,1,$844.20 ,0.03,$731.64 
QM,CGAG,Citigroup,Citigroup,NON CSA,CAX UK,EQTY,Cash Equity,CONTEXTLOGIC INC - A,WISH,US21077C1071,BMYDFW5,,25230945,5/24/22,5/26/22,S,"220,002","220,002", -   ,8.1886,USD,1,"$6,600.06 ",0.03,"$5,720.05 "
QM,CGAG,Citigroup,Citigroup,NON CSA,CAX UK,EQTY,Cash Equity,BIOATLA INC,BCAB,US09077B1044,BNC5F86,,25232757,5/25/22,5/27/22,S,"7,518","7,518", -   ,39.9018,USD,1,$225.54 ,0.03,$195.47 
CI,CGCG,Citigroup,Citigroup,NON CSA,CAX UK,EQSWP,Cash Equity,WIZZ AIR HOLDINGS PLC-WI SWAP,WIZZ LN,,,S-BN574F9,25232717,5/25/22,5/27/22,S,"10,000","10,000", -   ,46.79,GBP,1.4149,$993.05 ,0.0015,$463.42 
QM,CGAG,Citigroup,Citigroup,NON CSA,CAX UK,EQTY,Cash Equity,BIOATLA INC,BCAB,US09077B1044,BNC5F86,,25234370,5/26/22,5/28/22,S,"5,754","5,754", -   ,39.5852,USD,1,$172.62 ,0.03,$149.60 
QM,CGAG,Citigroup,Citigroup,NON CSA,CAX UK,EQTY,Cash Equity,BIOATLA INC,BCAB,US09077B1044,BNC5F86,,25237193,5/27/22,6/1/22,S,"1,557","1,557", -   ,40.9982,USD,1,$46.71 ,0.03,$40.48 
CI,CGAG,Citigroup,Citigroup,NON CSA,CAX UK,EQTY,Cash Equity,AEMETIS INC,AMTX,,B9KR326,00770K202,25238704,5/28/22,6/2/22,S,"4,000","4,000", -   ,13.5647,USD,1,$120.00 ,0.03,$104.00 
CI,CSAG,Credit Suisse,Credit Suisse,NON CSA,CAX UK,EQTY,Cash Equity,EOG RESOURCES INC,EOG,,2318024,26875P101,25223165,5/17/22,5/19/22,B,500,500, -   ,83.155,USD,1,$15.00 ,0.03,$13.00 
CI,CSAG,Credit Suisse,Credit Suisse,NON CSA,CAX UK,EQTY,Cash Equity,EXXON-MOBIL CORP,XOM,,,30231G102,25222986,5/17/22,5/19/22,B,700,700, -   ,61.5364,USD,1,$21.00 ,0.03,$18.20 
CI,CSCG,Credit Suisse,Credit Suisse,NON CSA,CAX UK,EQSWP,Cash Equity,BRITISH TELECOM SWAP,BT/A LN,,,S-3091357,25224179,5/18/22,5/20/22,S,"500,000","500,000", -   ,1.699706,GBP,1.4192,"$1,809.17 ",0.0015,$844.28 
CI,CSAG,Credit Suisse,Credit Suisse,NON CSA,CAX UK,EQTY,Cash Equity,EOG RESOURCES INC,EOG,,2318024,26875P101,25224340,5/18/22,5/20/22,S,400,400, -   ,84.715,USD,1,$12.00 ,0.03,$10.40 
CI,CSCG,Credit Suisse,Credit Suisse,NON CSA,CAX UK,EQSWP,Cash Equity,TOTAL 'B',FP FP,,,S-B15C557,25224949,5/18/22,5/20/22,S,"25,000","25,000", -   ,40.0374,EU,1.22285,"$1,835.99 ",0.0015,$856.80 
CI,CSAG,Credit Suisse,Credit Suisse,NON CSA,CAX UK,EQTY,Cash Equity,OCCIDENTAL PETROLEUM,OXY,,2655408,674599105,25224341,5/18/22,5/20/22,S,"4,000","4,000", -   ,26.4802,USD,1,$120.00 ,0.03,$104.00 
CI,CSAG,Credit Suisse,Credit Suisse,NON CSA,CAX UK,EQTY,Cash Equity,PBF ENERGY INC,PBF,,B7F4TJ7,69318G106,25224744,5/18/22,5/20/22,S,"2,500","2,500", -   ,15.8053,USD,1,$75.00 ,0.03,$65.00 
CI,CSAG,Credit Suisse,Credit Suisse,NON CSA,CAX UK,EQTY,Cash Equity,AEMETIS INC,AMTX,,B9KR326,00770K202,25226491,5/19/22,5/21/22,S,"6,500","6,500", -   ,11.783,USD,1,$195.00 ,0.03,$169.00 
CI,CSCG,Credit Suisse,Credit Suisse,NON CSA,CAX UK,EQTY,Cash Equity,DELIVERY HERO AG,DHER GY,DE000A2E4K43,BZCNB42,,25226009,5/19/22,5/21/22,S,"10,000","10,000", -   ,103.25,EU,1.21675,"$1,884.44 ",0.0015,$879.41 
CI,CSCG,Credit Suisse,Credit Suisse,NON CSA,CAX UK,EQTY,Cash Equity,INFINEON TECHNOLOGIE,IFX GY,DE0006231004,5889505,,25226796,5/19/22,5/21/22,S,"15,000","15,000", -   ,30.705,EU,1.21675,$840.60 ,0.0015,$392.28 
CI,CSCG,Credit Suisse,Credit Suisse,NON CSA,CAX UK,EQTY,Cash Equity,LONZA GROUP AG,LONN SW,CH0013841017,7333378,,25227382,5/19/22,5/21/22,B,"2,000","2,000", -   ,557.8683,SWF,0.9045,"$1,850.30 ",0.0015,$863.47 
CI,CSCG,Credit Suisse,Credit Suisse,NON CSA,CAX UK,EQTY,Cash Equity,NESTLE SA-REG,NESN SW,CH0038863350,7123870,,25227137,5/19/22,5/21/22,B,"12,500","12,500", -   ,109.02,SWF,0.9045,"$2,259.96 ",0.0015,"$1,054.65 "
CI,CSAG,Credit Suisse,Credit Suisse,NON CSA,CAX UK,EQTY,Cash Equity,NOVAVAX INC,NVAX,,BJDQXG4,670002401,25225704,5/19/22,5/21/22,B,400,400, -   ,144.48,USD,1,$12.00 ,0.03,$10.40 
CI,CSAG,Credit Suisse,Credit Suisse,NON CSA,CAX UK,EQTY,Cash Equity,OCCIDENTAL PETROLEUM,OXY,,2655408,674599105,25226769,5/19/22,5/21/22,S,"4,000","4,000", -   ,25.016,USD,1,$120.00 ,0.03,$104.00 
CI,CSCG,Credit Suisse,Credit Suisse,NON CSA,CAX UK,EQSWP,Cash Equity,ASTRAZENECA SWAP,AZN LN,,,S-0989529,25228190,5/20/22,5/24/22,S,"10,000","10,000", -   ,80.400133,GBP,1.4187,"$1,710.95 ",0.0015,$798.44 
CI,CSAG,Credit Suisse,Credit Suisse,NON CSA,CAX UK,EQTY,Cash Equity,PBF ENERGY INC,PBF,,B7F4TJ7,69318G106,25228347,5/20/22,5/24/22,B,"3,500","3,500", -   ,15.0323,USD,1,$105.00 ,0.03,$91.00 
CI,CSAG,Credit Suisse,Credit Suisse,NON CSA,CAX UK,EQTY,Cash Equity,VALERO ENERGY CORP,VLO,,2041364,91913Y100,25228674,5/20/22,5/24/22,S,"1,400","1,400", -   ,76.5356,USD,1,$42.00 ,0.03,$36.40 
